ebotdata__Business_Metric_Type__c,ebotdata__Current_Confidence_For_Utterance__c,ebotdata__Current_Dialog_Id__c,ebotdata__Current_Dialog_Name__c,ebotdata__Current_Threshold_High__c,ebotdata__Current_Utterance__c,ebotdata__Intent_Name__c,ebotdata__Intent_Type__c,ebotdata__Live_Agent_Session_Id__c,ebotdata__Successful_Resolution__c,ebotdata__Topic_Name__c
,0.8403,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,1,0Xd1l00000001D9CAI,Frustration,0.9,dummy input,bot.frustration,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9858,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.996,0Xd1l00000001DlCAI,Error_Flash,0.9,dummy input,business.npower.error.flash,Business,89b41413-2425-45b6-94f6-9f661f83f843,,NPOWER
Start,0.8893,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.4285,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9962,0Xd1l00000001DeCAI,Export_XML,0.9,dummy input,business.product.export_xml,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.9962,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9962,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9931,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9962,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.8746,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9077,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9931,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9892,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9971,0Xd1l00000001DiCAI,Error_80040dc2,0.9,dummy input,business.product.error.80040dc2,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.996,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.996,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.8893,0Xd1l00000001DhCAI,Error_800004005,0.9,dummy input,business.product.error.800004005,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Direct,0.8403,0Xd1l00000001DhCAI,Error_800004005,0.9,dummy input,business.product.error.800004005,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.8403,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,1,0Xd1l00000001D0CAI,Offer_to_Escalate,0.9,dummy input,bot.offer_escalation,Generic,edef902c-7aff-42db-853c-dea3125282e7,,
Start,0.9956,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9956,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.6067,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Start,0.9753,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.995,0Xd1l00000001DkCAI,Dictionary,0.9,dummy input,business.product.dictionary,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.995,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.995,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Start,0.9966,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Start,0.4191,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.4191,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Start,0.9989,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.3887,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,d53c153e-0b18-4e90-9918-dd38e98b302a,,
Direct,0.3968,0Xd1l00000001DJCAY,Access_Issues,0.9,dummy input,business.gtc.access_issues,Business,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,Global Track Complete
Start,0.3968,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,
,0.3968,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,
,0.6067,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.3006,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9979,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9956,0Xd1l00000001DeCAI,Export_XML,0.9,dummy input,business.product.export_xml,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
,1,0Xd1l00000001ChCAI,Confused,0.9,dummy input,bot.fallback,Generic,9f2a5336-8c2e-4e21-8632-e625b46f23e0,,
,0.637,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,4a9f4fe3-a4fb-4280-9c5c-e7c3d2a7af1e,,
Direct,0.7582,0Xd1l00000001DNCAY,DBDate,0.9,dummy input,business.desktop.dbdate,Business,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,questions Desktop
Start,0.7582,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,
,0.7582,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,
Direct,0.51,0Xd1l00000001DJCAY,Access_Issues,0.9,dummy input,business.gtc.access_issues,Business,89b41413-2425-45b6-94f6-9f661f83f843,,Global Track Complete
,0.9971,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Start,0.9974,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Start,0.3438,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,
,0.3438,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,
Direct,0.9978,0Xd1l00000001DkCAI,Dictionary,0.9,dummy input,business.product.dictionary,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.9978,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.6953,0Xd1l00000001DgCAI,Undefined_Word,0.9,dummy input,business.product.undefined_word,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.6953,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.6953,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.605,0Xd1l00000001DgCAI,Undefined_Word,0.9,dummy input,business.product.undefined_word,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.51,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.51,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.8585,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9974,0Xd1l00000001DiCAI,Error_80040dc2,0.9,dummy input,business.product.error.80040dc2,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
,0.9974,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.3006,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9974,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9974,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9077,0Xd1l00000001DZCAY,Research_Window,0.9,dummy input,business.product.research_window,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.9979,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9989,0Xd1l00000001DeCAI,Export_XML,0.9,dummy input,business.product.export_xml,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.9077,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.6684,0Xd1l00000001D9CAI,Frustration,0.9,dummy input,bot.frustration,Generic,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,
,0.6684,0Xd1l00000001D0CAI,Offer_to_Escalate,0.9,dummy input,bot.offer_escalation,Generic,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,
,0.9521,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.8746,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9753,0Xd1l00000001DZCAY,Research_Window,0.9,dummy input,business.product.research_window,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
,0.9753,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.3438,0Xd1l00000001DJCAY,Access_Issues,0.9,dummy input,business.gtc.access_issues,Business,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,Global Track Complete
,0.396,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,
,0.637,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,4a9f4fe3-a4fb-4280-9c5c-e7c3d2a7af1e,,
,1,0Xd1l00000001D0CAI,Offer_to_Escalate,0.9,dummy input,bot.offer_escalation,Generic,edef902c-7aff-42db-853c-dea3125282e7,,
Direct,1,0Xd1l00000001CzCAI,Out_of_Scope_Generic,0.9,dummy input,business.oos.generic,Generic,edef902c-7aff-42db-853c-dea3125282e7,,Out of Scope
Direct,1,0Xd1l00000001CzCAI,Out_of_Scope_Generic,0.9,dummy input,business.oos.generic,Generic,f611b01c-5844-4743-b8fb-15a34c57aeac,,Out of Scope
,1,0Xd1l00000001D0CAI,Offer_to_Escalate,0.9,dummy input,bot.offer_escalation,Generic,f611b01c-5844-4743-b8fb-15a34c57aeac,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,f611b01c-5844-4743-b8fb-15a34c57aeac,,
,0.9427,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9977,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,1,0Xd1l00000001D9CAI,Frustration,0.9,dummy input,bot.frustration,Generic,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,
,1,0Xd1l00000001D0CAI,Offer_to_Escalate,0.9,dummy input,bot.offer_escalation,Generic,85d9fa89-13f3-44cb-ab7e-02eeedd0084e,,
,0.9965,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9949,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Start,0.9241,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.8585,0Xd1l00000001DhCAI,Error_800004005,0.9,dummy input,business.product.error.800004005,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.8585,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Start,0.605,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.605,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.8893,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9427,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.98,0Xd1l00000001DWCAY,Product_Access_Problem,0.9,dummy input,business.product.access_problem,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
,0.4285,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9965,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.6721,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9965,0Xd1l00000001DJCAY,Access_Issues,0.9,dummy input,business.gtc.access_issues,Business,89b41413-2425-45b6-94f6-9f661f83f843,,Global Track Complete
,0.9978,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9979,0Xd1l00000001DcCAI,Cannot_Enter_Data,0.9,dummy input,business.product.cannot_enter_data,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
,0.9979,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9994,0Xd1l00000001DTCAY,Secondary_Monitor,0.9,dummy input,business.desktop.secondary_monitor,Business,89b41413-2425-45b6-94f6-9f661f83f843,,questions Desktop
Start,0.9994,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9994,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Start,0.9965,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9977,0Xd1l00000001DcCAI,Cannot_Enter_Data,0.9,dummy input,business.product.cannot_enter_data,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Direct,1,0Xd1l00000001CzCAI,Out_of_Scope_Generic,0.9,dummy input,business.oos.generic,Generic,edef902c-7aff-42db-853c-dea3125282e7,,Out of Scope
,0.9951,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9965,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.6721,0Xd1l00000001DJCAY,Access_Issues,0.9,dummy input,business.gtc.access_issues,Business,89b41413-2425-45b6-94f6-9f661f83f843,,Global Track Complete
Start,0.6721,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.4749,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.4749,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9417,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Start,0.9971,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9949,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9241,0Xd1l00000001DhCAI,Error_800004005,0.9,dummy input,business.product.error.800004005,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
,0.9241,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9974,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9974,0Xd1l00000001DiCAI,Error_80040dc2,0.9,dummy input,business.product.error.80040dc2,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.9974,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9966,0Xd1l00000001DlCAI,Error_Flash,0.9,dummy input,business.npower.error.flash,Business,89b41413-2425-45b6-94f6-9f661f83f843,,NPOWER
,0.9966,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.8004,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.8004,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
